,Compound_CID,IUPAC_Name,SMILES
212,134715055,"3-[3,4a,6,8-tetramethyl-2-[(E)-4-methylhex-2-en-2-yl]-2,5,6,7,8,8a-hexahydro-1H-naphthalene-1-carbonyl]-5-hydroxy-5-[(4-hydroxyphenyl)methyl]-1H-pyrrol-2-one",CCC(C)/C=C(\C)/C1C(C2C(CC(CC2(C=C1C)C)C)C)C(=O)C3=CC(NC3=O)(CC4=CC=C(C=C4)O)O
213,119057961,"(12S,15R,16E,23S,24E,26E,28E,30S,32S)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl]-30-methoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone",C[C@H]\1CC(C(=O)CC(/C(=C/[C@H](C(=O)C[C@H](OC(=O)C2CCCCN2C(=O)C(=O)C3(C(CC[C@H](O3)C[C@@H](/C(=C/C=C/C=C1)/C)OC)C)O)[C@H](C)C[C@@H]4CCC([C@@H](C4)OC)O)C)/C)O)C
214,171378501,"(2S,3S,4S,5S)-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[(2S,3R,4R,5S,6R)-3-amino-4,5-dihydroxy-6-[(1R)-1-hydroxyethyl]oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol;sulfuric acid",C[C@H]([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](C[C@H]([C@@H]([C@H]2O)O[C@H]3[C@H]([C@@H]([C@](CO3)(C)O)NC)O)N)N)N)O)O)O.OS(=O)(=O)O.OS(=O)(=O)O
215,171036442,"trans-(3S,10R)-11-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-2-ethyl-3,4,10-trihydroxy-13-[(4R)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,6,8,10,12,14-heptamethyl-1-oxa-6-azacyclopentadecan-15-one;dihydrate",CCC1[C@@](C(C(N(CC(C[C@@](C(C(C(C(C(=O)O1)C)OC2C[C@@](C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O.O.O
216,13491357,"2-[6-[6-[5-[5-ethyl-2-hydroxy-5-(1-hydroxyethyl)-3-methyloxolan-2-yl]-3,5-dimethyloxolan-2-yl]-3-hydroxy-4-methyl-5-oxooctan-2-yl]-2-hydroxy-3,5-dimethyloxan-2-yl]acetic acid",CCC(C1C(CC(O1)(C)C2(C(CC(O2)(CC)C(C)O)C)O)C)C(=O)C(C)C(C(C)C3C(CC(C(O3)(CC(=O)O)O)C)C)O
217,13491361,"3-[5-(4-ethyl-3,6-dimethyl-2,7-dioxabicyclo[2.2.1]heptan-1-yl)-3,5-dimethyloxolan-2-yl]-7-(6-ethyl-6-hydroxy-3,5-dimethyloxan-2-yl)-6-hydroxy-5-methyloctan-4-one",CCC(C1C(CC(O1)(C)C23C(CC(O2)(C(O3)C)CC)C)C)C(=O)C(C)C(C(C)C4C(CC(C(O4)(CC)O)C)C)O
218,13712660,"6-[(2-carboxy-2-thiophen-3-ylacetyl)amino]-6-methoxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",CC1(C(N2C(S1)C(C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C
219,13770100,(2R)-2-amino-4-[4-[(1R)-1-amino-2-[[(3S)-1-[(R)-carboxy-(4-hydroxyphenyl)methyl]-2-oxoazetidin-3-yl]amino]-2-oxoethyl]phenoxy]butanoic acid,C1[C@@H](C(=O)N1[C@H](C2=CC=C(C=C2)O)C(=O)O)NC(=O)[C@@H](C3=CC=C(C=C3)OCC[C@H](C(=O)O)N)N
220,131839774,"(2Z,7Z)-9-oxodeca-2,4,5,7-tetraenoic acid",CC(=O)/C=C\C=C=C/C=C\C(=O)O
221,147553873,"22-chloro-3,10,28-trihydroxy-21-methoxy-7-methyl-14,16,19-trioxa-6-azaheptacyclo[15.11.1.02,11.04,9.013,29.018,27.020,25]nonacosa-1(29),2,4(9),7,10,17,20(25),21,23,27-decaene-5,26-dione",CC1=CC2=C(C(=C3C(=C2O)CC4C5=C3C(=C6C(=C5OCO4)OC7=C(C6=O)C=CC(=C7OC)Cl)O)O)C(=O)N1
222,146033848,"[(2S,3S,4R,6R)-6-[[(1S,5S,6R,7E,9S,11E,13S,16S,17S,18S,20S,21R,22S,23Z)-3-formyl-5,23-dihydroxy-9-[(2R,4S,5R,6R)-5-(methoxycarbonylamino)-4,6-dimethyl-4-nitrooxan-2-yl]oxy-8,12,18,20,22-pentamethyl-25,27-dioxo-26-oxapentacyclo[22.2.1.01,6.013,22.016,21]heptacosa-3,7,11,14,23-pentaen-17-yl]oxy]-4-[(2S,5R,6S)-5-[(2S,4R,5R,6S)-4-hydroxy-5-[(2S,5R,6S)-5-hydroxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-6-methyloxan-2-yl]oxy-2-methyloxan-3-yl] acetate",C[C@H]1C[C@@H]([C@@H]([C@@H]2[C@@H]1[C@]/3([C@@H](C=C2)/C(=C/C[C@@H](/C(=C/[C@@H]4[C@H](C=C(C[C@@]45C(=O)/C(=C3/O)/C(=O)O5)C=O)O)/C)O[C@H]6C[C@]([C@H]([C@H](O6)C)NC(=O)OC)(C)[N+](=O)[O-])/C)C)O[C@H]7C[C@H]([C@H]([C@@H](O7)C)OC(=O)C)O[C@H]8CC[C@H]([C@@H](O8)C)O[C@H]9C[C@H]([C@H]([C@@H](O9)C)O[C@H]1CC[C@H]([C@@H](O1)C)O)O)C
223,146303944,"(2S)-2-[[(2Z)-2-(2-amino-1,3-thiazol-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-6-[2-(5,6-dihydroxy-1,3-dioxoisoindol-2-yl)ethylcarbamoyl]-3-oxo-2,7-dihydro-1H-pyrazolo[1,2-a]pyrazole-5-carboxylic acid",CC(C)(C(=O)O)O/N=C(/C1=CSC(=N1)N)\C(=O)N[C@H]2CN3CC(=C(N3C2=O)C(=O)O)C(=O)NCCN4C(=O)C5=CC(=C(C=C5C4=O)O)O
224,146156220,"3-[4-[(5S)-5-[2-acetamido-3-[[2-(2-acetamido-2-carboxyethyl)sulfanyl-1-carboxypropyl]carbamothioylsulfanyl]propanoyl]oxy-4-methoxy-6-methyl-5-[1-(2-methylbutanoyloxy)ethyl]oxan-2-yl]oxy-6-(acetyloxymethyl)-3,5-dihydroxyoxan-2-yl]-2,3-dihydroxy-6-imino-5-oxocyclohexene-1-carboxylic acid",CCC(C)C(=O)OC(C)[C@]1(C(OC(CC1OC)OC2C(C(OC(C2O)C3(CC(=O)C(=N)C(=C3O)C(=O)O)O)COC(=O)C)O)C)OC(=O)C(CSC(=S)NC(C(C)SCC(C(=O)O)NC(=O)C)C(=O)O)NC(=O)C
225,146158588,"(5S)-2-[4,6-diamino-3-[[3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy]-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol;sulfuric acid",C[C@]1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O.OS(=O)(=O)O
226,60208893,"6-hydroxy-4a-(hydroxymethyl)-5-methyl-3-prop-1-en-2-yl-3,4,5,6,7,8-hexahydronaphthalen-2-one",CC1C(CCC2=CC(=O)C(CC12CO)C(=C)C)O
227,72730450,hex-1-enyl-oxido-(3-oxobutan-2-ylimino)azanium,CCCCC=C[N+](=NC(C)C(=O)C)[O-]
228,92131246,"(4S,4aR,6S,12aS)-4-(dimethylamino)-1,6,10,11-tetrahydroxy-6,12a-dimethyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide;hydrochloride",C[C@@]12[C@@H](CC3C(=C(C4=C([C@@]3(C)O)C=CC=C4O)O)C1=O)[C@@H](C(=O)C(=C2O)C(=O)N)N(C)C.Cl
229,146157098,"methyl (1R,12S)-23-(dimethylamino)-4,8,12,22,24-pentahydroxy-1,12-dimethyl-6,17-dioxo-10-[(4R)-3,4,5-trimethoxy-4,6-dimethyloxan-2-yl]oxy-20,25-dioxahexacyclo[19.3.1.02,19.05,18.07,16.09,14]pentacosa-2,4,7(16),8,14,18-hexaene-13-carboxylate",CC1C([C@@](C(C(O1)OC2C[C@](C(C3=CC4=C(C(=C23)O)C(=O)C5=C(C=C6C(=C5C4=O)OC7C(C(C([C@@]6(O7)C)O)N(C)C)O)O)C(=O)OC)(C)O)OC)(C)OC)OC
230,146157142,"methyl (1R)-16-benzyl-12-hydroxy-5,7,14-trimethyl-13-methylidene-18-oxo-17-azatricyclo[9.7.0.01,15]octadeca-3,9-diene-2-carboxylate",CC1CC=CC2C(C(=C)C(C3[C@@]2(C(C=CC(C1)C)C(=O)OC)C(=O)NC3CC4=CC=CC=C4)C)O
231,146158698,"[6-[4-(dimethylamino)-3-hydroxy-5-[(4R)-4-hydroxy-4,6-dimethyl-5-propanoyloxyoxan-2-yl]oxy-6-methyloxan-2-yl]oxy-10-hydroxy-5-methoxy-9,16-dimethyl-2-oxo-7-(2-oxoethyl)-1-oxacyclohexadeca-11,13-dien-4-yl] propanoate",CCC(=O)OC1CC(=O)OC(CC=CC=CC(C(CC(C(C1OC)OC2C(C(C(C(O2)C)OC3C[C@@](C(C(O3)C)OC(=O)CC)(C)O)N(C)C)O)CC=O)C)O)C
232,146159286,"calcium bis(5-(methylamino)-2-[[(6S)-3,5,9-trimethyl-2-[1-oxo-1-(1H-pyrrol-2-yl)propan-2-yl]-1,7-dioxaspiro[5.5]undecan-8-yl]methyl]-1,3-benzoxazole-4-carboxylate)",CC1CC[C@]2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)[O-])NC.CC1CC[C@]2(C(CC(C(O2)C(C)C(=O)C3=CC=CN3)C)C)OC1CC4=NC5=C(O4)C=CC(=C5C(=O)[O-])NC.[Ca+2]
233,145925528,"(3S,6S)-3,6-bis[(2R,5S)-5-chloropiperidin-2-yl]piperazine-2,5-dione;dihydrochloride",C1C[C@@H](NC[C@H]1Cl)[C@H]2C(=O)N[C@H](C(=O)N2)[C@H]3CC[C@@H](CN3)Cl.Cl.Cl
234,2764,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O
235,3888,"6-[7-[5-ethyl-5-(5-ethyl-5-hydroxy-6-methyloxan-2-yl)-3-methyloxolan-2-yl]-4-hydroxy-3,5-dimethyl-6-oxononyl]-2-hydroxy-3-methylbenzoic acid",CCC(C1C(CC(O1)(CC)C2CCC(C(O2)C)(CC)O)C)C(=O)C(C)C(C(C)CCC3=C(C(=C(C=C3)C)O)C(=O)O)O
236,5153,"4-amino-7-[3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrrolo[2,3-d]pyrimidine-5-carboxamide",C1=C(C2=C(N=CN=C2N1C3C(C(C(O3)CO)O)O)N)C(=O)N
237,4583,"7-fluoro-2-methyl-6-(4-methylpiperazin-1-yl)-10-oxo-4-oxa-1-azatricyclo[7.3.1.05,13]trideca-5(13),6,8,11-tetraene-11-carboxylic acid",CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O
238,194965,"(5R,6S)-3-[2-(dimethylamino)-2-methyliminoethyl]sulfanyl-6-[(1R)-1-fluoroethyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid",C[C@H]([C@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCC(=NC)N(C)C)F
239,6441018,"(2R)-2-[(5S,6R)-6-[(3E,5E)-6-[(1S,3aR,4S,5R,7aS)-1-ethyl-4-(1H-pyrrole-2-carbonyl)-2,3,3a,4,5,7a-hexahydro-1H-inden-5-yl]hexa-3,5-dien-3-yl]-5-methyloxan-2-yl]propanoic acid",CC[C@H]1CC[C@@H]2[C@@H]1C=C[C@@H]([C@H]2C(=O)C3=CC=CN3)/C=C/C=C(\CC)/[C@H]4[C@H](CCC(O4)[C@@H](C)C(=O)O)C
240,134715046,"methyl (1S,2S,3R,5S,8S,9R,10R)-10-[(2R,3E,5E,7E)-7-hydroxy-4-methyl-7-(1-methyl-2,4-dioxopyrrolidin-3-ylidene)hepta-3,5-dien-2-yl]-3,5,9-trimethyl-7-oxo-4,11,12-trioxatricyclo[6.3.1.01,5]dodecane-2-carboxylate",C[C@H]1[C@H]2C(=O)C[C@]3([C@@](O2)([C@H]([C@H](O3)C)C(=O)OC)O[C@@H]1[C@H](C)/C=C(\C)/C=C/C(=C\4/C(=O)CN(C4=O)C)/O)C
241,134758182,"[(3aS,8bS)-3-acetyl-4,8b-dimethyl-2,3a-dihydro-1H-pyrrolo[2,3-b]indol-7-yl] N-methylcarbamate",CC(=O)N1CC[C@@]2([C@H]1N(C3=C2C=C(C=C3)OC(=O)NC)C)C
242,54682469,"(4S,4aS,5aS,6S,12aR)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-3,12-dioxo-4a,5,5a,6-tetrahydro-4H-tetracene-2-carboxamide",CN(C)[C@H]1[C@@H]2C[C@@H]3[C@@H](C4=C(C(=CC=C4)O)C(=C3C(=O)[C@@]2(C(=C(C1=O)C(=O)N)O)O)O)O
243,21115949,"7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(1-hydroxyethyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",C[C@H]1[C@H]([C@H](C[C@@H](O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(C)O)O)N)O
244,50925548,"10-ethyl-1,5,6,9,14-pentahydroxy-3-methyl-8,13-dioxo-5,6-dihydrobenzo[a]tetracene-2-carboxylic acid",CCC1=C(C2=C(C=C1)C(=O)C3=C(C2=O)C=C4C(C(C5=C(C4=C3O)C(=C(C(=C5)C)C(=O)O)O)O)O)O
245,5746675,"(6R,7S)-7-[(5-amino-5-carboxypentanoyl)amino]-3-[[(4S)-4-[[(2R,3R,5S)-1,5-diamino-3,6-dihydroxy-1,4-dioxohexan-2-yl]amino]-7-(diaminomethylideneamino)-3-hydroxyheptanoyl]oxymethyl]-7-formamido-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid;hydrochloride",C1C(=C(N2[C@H](S1)[C@@](C2=O)(NC=O)NC(=O)CCCC(C(=O)O)N)C(=O)O)COC(=O)CC([C@H](CCCN=C(N)N)N[C@H]([C@H](C(=O)[C@H](CO)N)O)C(=O)N)O.Cl
246,169450202,"[3-[[6'-(diethylamino)-3-oxospiro[2-benzofuran-1,9'-xanthene]-3'-yl]oxycarbonyloxymethyl]-5-methyl-2-[(4-nitrophenyl)methoxy]phenyl]methyl 1-ethyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylate",CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)OCC4=C(C(=CC(=C4)C)COC(=O)OC5=CC6=C(C=C5)C7(C8=C(O6)C=C(C=C8)N(CC)CC)C9=CC=CC=C9C(=O)O7)OCC1=CC=C(C=C1)[N+](=O)[O-]
247,6915744,"(3R,4S,5S,6R,7R,9R,10E,11S,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-10-(2-methoxyethoxymethoxyimino)-3,5,7,9,11,13-hexamethyl-oxacyclotetradecan-2-one",CC[C@@H]1[C@@]([C@@H]([C@H](/C(=N/OCOCCOC)/[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O
248,6917975,"[(1S,2R,3E,5E,7S,9E,11E,13S,15R,19R)-7-hydroxy-1,4,10,19-tetramethyl-17,18-dioxo-2-(2-oxopropanoylamino)-16-oxabicyclo[13.2.2]nonadeca-3,5,9,11-tetraen-13-yl] acetate",C[C@@H]1[C@H]2C[C@@H](/C=C/C(=C/C[C@@H](/C=C/C(=C/[C@H]([C@@](C1=O)(C(=O)O2)C)NC(=O)C(=O)C)/C)O)/C)OC(=O)C
249,38347272,"(2R)-5-methoxy-2-methyl-2,3,8,9-tetrahydrofuro[2,3-h]chromen-4-one",C[C@@H]1CC(=O)C2=C(C=C3C(=C2O1)CCO3)OC
250,133082069,"(19R,22R,34S,37R,40R,52S)-64-[(2S,3R,4R,5S,6S)-3-amino-6-carboxy-4,5-dihydroxyoxan-2-yl]oxy-5,32-dichloro-2,26,31,49-tetrahydroxy-22-(methylamino)-21,35,38,54,56,59-hexaoxo-47-[(2R,3S,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-7,13,28-trioxa-20,36,39,53,55,58-hexazaundecacyclo[38.14.2.23,6.214,17.219,34.18,12.123,27.129,33.141,45.010,37.046,51]hexahexaconta-3,5,8,10,12(64),14(63),15,17(62),23(61),24,26,29(60),30,32,41,43,45(57),46(51),47,49,65-henicosaene-52-carboxylic acid",CN[C@@H]1C2=CC(=C(C=C2)O)OC3=CC(=C(C(=C3)O)Cl)[C@H]4C(=O)N[C@@H]5C6=CC(=C(C(=C6)OC7=C(C=C(C=C7)C(C8C(=O)N[C@@H](C9=C(C2=CC(=CC=C2)[C@H](C(=O)N8)NC5=O)C(=CC(=C9)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)C(=O)O)O)Cl)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C(=O)O)O)O)N)OC2=CC=C(C[C@H](C(=O)N4)NC1=O)C=C2
251,137185902,"N-[(2Z,4E)-7-[3,4-dihydroxy-5-[(1Z,3E,5Z)-7-(4-hydroxy-2-oxo-1H-pyridin-3-yl)-6-methyl-7-oxohepta-1,3,5-trienyl]oxolan-2-yl]-6-methoxy-5-methylocta-2,4-dienyl]-2-[2,3,4-trihydroxy-5,5-dimethyl-6-[(1E,3Z)-penta-1,3-dienyl]oxan-2-yl]butanamide",CCC(C(=O)NC/C=C\C=C(/C)\C(C(C)C1C(C(C(O1)/C=C\C=C\C=C(\C)/C(=O)C2=C(C=CNC2=O)O)O)O)OC)C3(C(C(C(C(O3)/C=C/C=C\C)(C)C)O)O)O
252,135484176,"(2S)-N-[(2E,4E,6S,7R)-7-[(2S,3S,4R,5R)-3,4-dihydroxy-5-[(1E,3E,5E)-7-(4-hydroxy-2-oxo-1H-pyridin-3-yl)-6-methyl-7-oxohepta-1,3,5-trienyl]oxolan-2-yl]-6-methoxy-5-methylocta-2,4-dienyl]-2-[(2R,3R,4R,6S)-2,3,4-trihydroxy-5,5-dimethyl-6-[(1E,3Z)-penta-1,3-dienyl]oxan-2-yl]butanamide",CC[C@H](C(=O)NC/C=C/C=C(\C)/[C@H]([C@@H](C)[C@H]1[C@H]([C@H]([C@H](O1)/C=C/C=C/C=C(\C)/C(=O)C2=C(C=CNC2=O)O)O)O)OC)[C@@]3([C@@H]([C@@H](C([C@@H](O3)/C=C/C=C\C)(C)C)O)O)O
253,135612718,"3-[(3R,4S,5R,6R)-6-(acetyloxymethyl)-3-hydroxy-4-[(2R,4R,5S,6R)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-5-[(Z)-2-isothiocyanatobut-2-enoyl]oxyoxan-2-yl]-2,3-dihydroxy-6-imino-5-oxocyclohexene-1-carboxylic acid",C/C=C(/C(=O)O[C@@H]1[C@H](OC([C@@H]([C@@H]1O[C@@H]2C[C@H]([C@H]([C@H](O2)C)O)OC)O)C3(CC(=O)C(=N)C(=C3O)C(=O)O)O)COC(=O)C)\N=C=S
254,135413542,"(6R,7R)-7-[[(2Z)-2-(5-amino-1,2,4-thiadiazol-3-yl)-2-hydroxyiminoacetyl]amino]-8-oxo-3-[(E)-[2-oxo-1-[(3R)-pyrrolidin-3-yl]pyrrolidin-3-ylidene]methyl]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",C1CNC[C@@H]1N2CC/C(=C\C3=C(N4[C@@H]([C@@H](C4=O)NC(=O)/C(=N\O)/C5=NSC(=N5)N)SC3)C(=O)O)/C2=O
255,135398736,"(2S,3S)-3-[[(2Z)-2-(2-amino-1,3-thiazol-3-ium-4-yl)-2-(2-carboxypropan-2-yloxyimino)acetyl]amino]-2-methyl-4-oxoazetidine-1-sulfonate",C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=[NH+]2)N
256,3000706,"(3S,6S,9R,12R,15S,18S,21R,24R,27S,30S,33R,36R)-6,18,30-trimethyl-3,9,12,15,21,24,27,33,36-nona(propan-2-yl)-1,7,13,19,25,31-hexaoxa-4,10,16,22,28,34-hexazacyclohexatriacontane-2,5,8,11,14,17,20,23,26,29,32,35-dodecone",C[C@H]1C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O[C@H](C(=O)N[C@H](C(=O)O[C@@H](C(=O)N[C@@H](C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C
257,16130201,"(2S)-2-[[(2S)-2-[[(1R,4S,10S,13S,16R,22S,28S,31S,34S,37S,43S,46R,49S,52S,55S,61S,64S,67S,70S,73S,76R,79R,84R,87S)-84-[[(2S)-2-[[(2S)-2-amino-3-methylbutanoyl]amino]-3-phenylpropanoyl]amino]-55-(2-amino-2-oxoethyl)-10-benzyl-52-[(2S)-butan-2-yl]-4,31,64-tris(3-carbamimidamidopropyl)-28-(2-carboxyethyl)-49,70,87-tris[(1R)-1-hydroxyethyl]-22,37,43-tris(hydroxymethyl)-67-(1H-imidazol-5-ylmethyl)-34-methyl-13,73-bis(2-methylpropyl)-2,5,8,11,14,17,20,23,26,29,32,35,38,41,44,47,50,53,56,59,62,65,68,71,74,77,85,88-octacosaoxo-61-propan-2-yl-81,82,91,92,95,96-hexathia-3,6,9,12,15,18,21,24,27,30,33,36,39,42,45,48,51,54,57,60,63,66,69,72,75,78,86,89-octacosazatricyclo[44.43.4.416,76]heptanonacontane-79-carbonyl]amino]-5-carbamimidamidopentanoyl]amino]-5-carbamimidamidopentanoic acid",CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H]2CSSC[C@H]3C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CC(C)C)CC4=CC=CC=C4)CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CSSC[C@H](NC2=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O)NC(=O)[C@H](CC5=CC=CC=C5)NC(=O)[C@H](C(C)C)N)[C@@H](C)O)C(=O)N[C@H](C(=O)N1)[C@@H](C)O)CO)CO)C)CCCNC(=N)N)CCC(=O)O)CO)CC(C)C)[C@@H](C)O)CC6=CN=CN6)CCCNC(=N)N)C(C)C)CC(=O)N
258,102079728,"(2E,4E,6E)-N-[(2S)-1-oxo-3-phenyl-1-[[(3S,7S,13S,16S,19S)-13,16,17-trimethyl-2,6,12,15,18-pentaoxo-5-oxa-1,11,14,17-tetrazatricyclo[17.3.0.07,11]docosan-3-yl]amino]propan-2-yl]octa-2,4,6-trienamide",C/C=C/C=C/C=C/C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@H]2COC(=O)[C@@H]3CCCN3C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)[C@@H]4CCCN4C2=O)C)C)C
259,117850913,"N-[3-[[3-[3,5-bis[[3-[3-(cyclohexylmethylamino)propylamino]propylamino]methyl]phenyl]phenyl]methylamino]propyl]-N'-(cyclohexylmethyl)propane-1,3-diamine",C1CCC(CC1)CNCCCNCCCNCC2=CC(=CC=C2)C3=CC(=CC(=C3)CNCCCNCCCNCC4CCCCC4)CNCCCNCCCNCC5CCCCC5
260,441374,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2R,3S,4R,6S)-4,6-diamino-3-[(2S,3R,4S,5S,6R)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxyoxane-3,4,5-triol;sulfuric acid",C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)N)O)N.OS(=O)(=O)O
261,439243,"bis((2R,3R,4R,5R)-2-[(1S,2S,3R,4S,6R)-4,6-diamino-3-[[(2S,3R)-3-amino-6-(aminomethyl)-3,4-dihydro-2H-pyran-2-yl]oxy]-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol);sulfuric acid",C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O.C[C@@]1(CO[C@@H]([C@@H]([C@H]1NC)O)O[C@H]2[C@@H](C[C@@H]([C@H]([C@@H]2O)O[C@@H]3[C@@H](CC=C(O3)CN)N)N)N)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O.OS(=O)(=O)O
262,72493,"(3R,5S,6S,7R,8S,9R,12R,13R,14S,15R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-hydroxy-8-[(2R,4S,5S,6S)-5-hydroxy-4-methoxy-6-methyloxan-2-yl]oxy-5,7,9,12,13,15-hexamethyl-1,11-dioxaspiro[2.13]hexadecane-10,16-dione",C[C@@H]1C[C@@H]([C@H]([C@@H](O1)O[C@H]2[C@H](C[C@@]3(CO3)C(=O)[C@@H]([C@H]([C@H]([C@H](OC(=O)[C@@H]([C@H]([C@@H]2C)O[C@H]4C[C@@H]([C@H]([C@@H](O4)C)O)OC)C)C)C)O)C)C)O)N(C)C
263,169155534,"5-N-(3-chlorophenyl)-6-N-[3-[[5-chloro-6-(trifluoromethyl)-2-pyridinyl]amino]propyl]-[1,2,5]oxadiazolo[3,4-b]pyrazine-5,6-diamine",C1=CC(=CC(=C1)Cl)NC2=NC3=NON=C3N=C2NCCCNC4=NC(=C(C=C4)Cl)C(F)(F)F
264,166639583,"(2R,3R)-2-amino-2-(hydroxymethyl)-3-methyl-12-oxooctadecanoic acid",CCCCCCC(=O)CCCCCCCC[C@@H](C)[C@@](CO)(C(=O)O)N
